country,life_expectancy_at_birth_2023,population_2023_thousands_under18,among5_14_mortality_rate_2022,completion_rate_2000_2023_primary,basic_sanitation_household_perc_2022,stunted_perc_2022,pm25_latest,internet_latest,gdp_latest,happiness_rank,life_expectancy_at_birth_2023_raw,among5_14_mortality_rate_2022_raw,completion_rate_2000_2023_primary_raw,basic_sanitation_household_perc_2022_raw,stunted_perc_2022_raw,pm25_latest_raw,internet_latest_raw,gdp_latest_raw,happiness_rank_raw,child_wellbeing_index,iso3,pop_millions
Greece,1.2235762628977895,1711.159,0.7700142984259261,0.7117706772079089,0.7633949964698075,1.163461084878551,0.6241866751777136,0.6148783687549182,0.11638409903783137,0.24622673822543634,81.8568,0.726394072641321,99.06,99.00058310641137,2.2,14.4089280374361,86.2697,24752.1068401681,58,0.6926548001195425,GRC,1.711159
Grenada,0.2823311482421011,28.407,0.2960070369492721,NA,NA,NA,-0.04451876657438258,0.16462445201659168,-0.26794550431966974,NA,75.2052,3.47551324403138,NA,NA,NA,24.6572416056476,74.1201,11871.6117006031,NA,0.0860996732627825,GRD,0.028407
Guatemala,-0.08599630814993925,6961.166,0.2957344444936955,0.013412277765831817,-0.33799005809181604,-2.1073803598512555,0.15263537982555786,-0.5049084883390285,-0.43866679629182076,0.6168020967587017,72.6023,3.47709420957032,85.2375564575195,69.62172789907422,43.5,21.6357355920496,56.0535,6150.02597767851,43,-0.26626197909778593,GTM,6.961166
Guinea,-1.764518964506732,6904.812,-2.1097275704134155,-2.0126070943894305,-1.77573168259078,-0.8719051410186892,-1.291465098540041,-1.6000843602066366,-0.5709392119085874,-0.5690390505477473,60.7405,17.4281499816503,45.1370315551758,31.27074171420271,27.9,43.7674450148382,26.5014,1717.02318120779,91,-1.3962242415691177,GIN,6.904812
Guinea-Bissau,-1.2912643849387349,989.609,-1.319391198080673,-2.0351926987663433,-1.904203737957513,-0.8560657151362204,-1.712024135654758,-1.37903761486777,-0.5934383254362767,NA,64.0849,12.8444040148518,44.69,27.84381858938282,27.7,50.2127655060307,32.4661,962.983627901892,NA,-1.3863272263547861,GNB,0.9896090000000001
Guyana,-0.42873937631512393,285.865,0.28110917413392655,0.669271626934508,0.4630562189075417,0.7357965860518935,-0.09694257562393083,0.4463481528005482,0.2694991633938008,NA,70.1802,3.56191698424164,98.2188262939453,90.9892074094146,7.6,25.460668047299,81.7221,29883.6341152001,NA,0.2924248712853955,GUY,0.28586500000000004
Haiti,-1.17088474409479,4375.602,-0.7723728867922031,-1.6161409906997677,-1.5431070527899418,-0.20664925395499992,0.17126304248471616,-1.1271872994037224,-0.5582401094985817,NA,64.9356,9.67183969172357,52.9841918945312,37.47587886244504,19.5,21.3502554448061,39.262,2142.62330526788,NA,-0.8529149118436613,HTI,4.375602
Holy See,1.3831956761715307,0.036,NA,NA,NA,NA,NA,NA,NA,NA,82.9848,NA,NA,NA,NA,NA,NA,NA,NA,1.3831956761715307,VAT,3.5999999999999994e-5
Honduras,-0.046105605488708054,3936.796,0.06534164877896903,0.1918837333275508,0.21592037344655376,-0.04825499513031197,0.23889967064139384,-0.4224370434923281,-0.5199336026443043,0.36975185773652475,72.8842,4.8133126668074,88.77,84.3969913717355,17.5,20.3136833896573,58.2789,3426.43483328923,53,0.005007337463926637,HND,3.9367959999999997
Hungary,0.539703301488803,1705.823,0.7348696681094941,0.719096586524007,0.725086968074958,NA,0.6419627115130779,0.8931666858158183,0.07337677616146322,0.4191619055409601,77.024,0.930223812872164,99.205,97.97873700923621,NA,14.1364995764273,93.779,23310.7512733957,51,0.5933030754035727,HUN,1.705823
Iceland,1.3416351959600963,84.591,0.8060708155979291,NA,0.7551003074025383,NA,1.2312349112039058,1.1174153421975337,1.845554701052422,1.605003052847409,82.6911,0.517275625167937,NA,98.77932672737491,NA,5.10554827500189,99.8301,82703.8579937471,3,1.2431449037516906,ISL,0.084591
India,-0.17085779940903703,436637.126,0.24149380305747148,0.4638171033383025,-0.009329947787085131,-1.1728542327855964,-1.593402109160523,-0.5105970687218669,-0.5417085864747838,-1.4337148871253664,72.0026,3.79167586128656,94.1523132324219,78.38855994666662,31.7,48.3948115195574,55.9,2696.66389984463,126,-0.5252393027853872,IND,436.63712599999997
Indonesia,-0.29211478099970023,84198.626,0.094880860679517,0.5896097486085405,0.3568750081927911,-1.1174162421969556,0.39760037711386215,0.11499112493688222,-0.475206408620919,-0.3961038832322235,71.1457,4.64199289948871,96.6420974731445,88.15688060199298,31,17.8814994983985,72.7808,4925.43048751861,84,-0.08076491061313393,IDN,84.198626
Iran (Islamic Republic of),0.6289231951670772,24508.066,0.3774398525386642,NA,0.4396452006061548,0.965468261347691,NA,NA,NA,NA,77.6545,3.00322403517061,NA,90.36473106112557,4.7,NA,NA,NA,NA,0.6028691274148968,IRN,24.508066
Iraq,-0.12534928583737417,19588.15,0.028612052092600038,-0.469953558213106,0.7445829006050583,0.5536431884035022,-0.9265610005116444,0.446607566889668,-0.4409468948261188,-0.7419742178632711,72.3242,5.02633480088476,75.67041015625,98.49878054583732,9.9,38.1750699787954,81.7291,6073.61032342708,98,-0.10348213880674288,IRQ,19.588150000000002
Ireland,1.3021124103861983,1200.087,0.7932711016839709,NA,0.39803760011680456,NA,1.0312403071182883,0.9939082943676609,2.5799445136785453,1.3332477899230146,82.4118,0.59151064595549,NA,89.25487064923911,NA,8.17058601306707,96.4974,107316.337306921,14,1.2045374310392118,IRL,1.200087
Israel,1.301574685412404,3000.756,0.7604892752314887,0.7592627789812358,0.7980324803021246,NA,0.35083052568801726,0.6857614156490873,0.9943578193590805,1.5802980289451913,82.408,0.781636736625389,100,99.92451939739469,NA,18.5982756348314,88.1824,54176.6844383302,4,0.9038258761960787,ISR,3.000756
Italy,1.4866228296837434,8955.209,0.7785939983013024,0.7436004900985428,0.796552304448968,NA,0.6078929867595542,0.7242399368966511,0.5780972018671553,0.8638523357808785,83.7157,0.676634038715488,99.69,99.8850365009352,NA,14.6586386239905,89.2207,40226.0472416173,33,0.8224315104795994,ITA,8.955209
Jamaica,-0.2449647911922454,677.884,0.2672891350555134,0.7184568091104612,0.29673198103030834,0.8229134284054718,0.42812853853050015,0.7335899618516358,-0.41271598607368465,-8.235007967405427e-4,71.4789,3.64206962633718,99.1923370361328,86.55259763172805,6.5,17.413637041591,89.473,7019.74634780454,68,0.28984506399124665,JAM,0.677884
Japan,1.6276482793899583,17857.722,0.771490135801386,NA,0.7985261941240246,0.9417091225239878,0.7268727789371151,0.6412570757028292,0.3468472486758566,0.5179820011498308,84.7123,0.717834598657544,NA,99.9376889486133,5,12.835201662985,86.9815,32475.8924992191,47,0.7965416045381235,JPN,17.857722000000003
Jordan,0.6515642466952669,4257.471,0.49930469203994216,0.5878543464170891,0.6938266871451856,0.8149937154642374,-0.31312304499080873,0.8470428607703422,-0.4843766904491007,-1.3595998154187132,77.8145,2.29643957463796,96.6073532104492,97.14488579310363,6.6,28.7737639174179,92.5344,4618.09592498567,123,0.21527633307482674,JOR,4.257471
Kazakhstan,0.1686872202277912,6966.544,0.45562591814918174,0.7529712386718614,0.7206673397916552,0.9496288354652221,0.2575489191732417,0.8788136748563833,-0.20427882849022477,0.5920970728564839,74.4021,2.54976513406468,99.8754730224609,97.86084579683268,4.9,20.0278724259165,93.3917,14005.3487362345,44,0.5079734878557329,KAZ,6.966544
Kenya,-1.3533857700692078,24637.049,0.06447859664689304,0.2781156726935545,-1.578615127416954,-0.11953241160142143,-0.027198014608029272,-1.286015428425017,-0.5563450413413291,-1.063139528592101,63.6459,4.81831814532013,90.4767684936523,36.528720029267006,18.4,24.3917906517518,34.9762,2206.1349785176,111,-0.6268485614126236,KEN,24.637048999999998
Kiribati,-0.9533183895660859,53.764,-0.876970484075334,0.4604828413804506,-1.2542099554069588,0.21309553193042322,0.829862168268698,0.6790018256697405,-0.5538834092540654,NA,66.4731,10.2784786260652,94.0863189697266,45.18205388151033,14.2,11.2568272545112,88,2288.63458265531,NA,-0.18199248388164146,KIR,0.053764000000000006
Kuwait,1.0180945696222579,1071.922,0.5863671082760286,NA,0.8008621755721442,0.7912345766405342,-1.9405553148398187,1.1143468441148037,0.3390287612154937,NA,80.4047,1.79150014219858,NA,100,6.9,53.7151434413218,99.7473,32213.8622292316,NA,0.38705410294306336,KWT,1.071922
Kyrgyzstan,-0.21693233926890335,2673.616,0.42015637767424713,0.7198063179098186,0.7208069979365538,0.5219643366385646,NA,NA,NA,0.14740664261656558,71.677,2.75547926894158,99.2190475463867,97.86457110289209,10.3,NA,NA,NA,62,0.38553472225114105,KGZ,2.673616
Lao People's Democratic Republic,-0.6008821212153947,2787.115,-0.22017785450235636,-0.0777445168428089,0.032847991866381966,-0.8560657151362204,NA,NA,NA,NA,68.9637,6.46925172949435,83.4333114624023,79.51363384964982,27.7,NA,NA,NA,NA,-0.3444044431660797,LAO,2.7871149999999996
Latvia,0.4216585190837018,357.775,0.7227259264632478,0.744610960349039,NA,1.1951399366434885,0.8073374449946744,0.8534615065182742,0.0750729951787556,0.666212144563137,76.1898,1.00065436464916,99.71,NA,1.8,11.6020322023647,92.7076,23367.5986788961,41,0.6857774292242897,LVA,0.35777499999999995
Lebanon,0.6519180131253947,1857.811,0.2514494795980653,NA,0.7708709442109833,0.7516360119343621,0.30954394873430746,0.5119873291789414,-0.5184032041482117,-1.6807651261475431,77.817,3.73393551959508,NA,99.2,7.4,19.2310172881236,83.4933,3477.72489842684,136,0.13102967456078743,LBN,1.8578109999999999
Lesotho,-2.2407734834022137,952.307,-0.4772091878084754,-0.2566806721554959,-1.0631231077398258,-1.180773945726831,0.03496524118237721,-0.8036979302715,-0.5931748253274911,NA,57.3749,7.95996679541661,79.8916702270508,50.2791929850309,31.8,23.4391013240086,47.991,971.814620468788,NA,-0.822558488906182,LSO,0.952307
Liberia,-1.5632966190499409,2585.16,-1.9365010689595872,-2.7504687617733907,-2.1036617751842766,-0.7689488727826422,-1.1997371539247321,-1.7113915340167671,-0.5969206193964499,-1.4090098632231487,62.1625,16.4234812036742,30.5327091217041,22.52338249725053,26.6,42.3616590279287,23.4979,846.277368387389,125,-1.5599929187012151,LBR,2.5851599999999997
Libya,-0.5477888553817898,2451.036,0.47549663963852457,NA,0.504923782927509,-2.796395385738648,-0.5869747694913588,0.6974906383928552,-0.43364274035084144,NA,69.3389,2.43452010337564,NA,92.10600220895554,52.2,32.9707065002742,88.4989,6318.40314031017,NA,-0.38384152714339276,LBY,2.451036
Liechtenstein,1.474467415144547,6.844,NA,NA,0.7989877236120718,NA,NA,1.0252973991511403,5.583367305063085,NA,83.6298,NA,NA,99.95,NA,NA,97.3444,207973.617746758,NA,2.220529960742711,LIE,0.006844
Lithuania,0.3983382360096659,507.069,0.6987767314296021,0.7362745807824447,0.6249162303992752,0.9813076872301597,0.9628349956000016,0.6976388750152089,0.25465929143838917,1.1850176465097084,76.025,1.13955348404503,99.545,95.30673634425771,4.5,9.21893860360944,88.5029,29386.2878350187,20,0.7266404749349396,LTU,0.507069
Luxembourg,1.2763016116440613,125.974,0.8403064768448767,0.6713518671880561,0.7103609885443641,NA,0.9983426841217001,1.0777805752956076,3.481062831316012,1.4567729094341029,82.2294,0.318717669777132,98.26,97.585929408821,NA,8.67476189540246,98.7606,137516.587324367,9,1.3140349930485975,LUX,0.125974
Madagascar,-1.355395163392334,14391.951,-2.2850003956630123,-1.7830581916798758,-2.394917771652861,-1.71931442573077,0.7322025344056294,-1.8274163383333168,-0.6059102464948775,-1.458419911027584,63.6317,18.4446869068786,49.6804389953613,14.75428511111882,38.6,12.7535199510191,20.3671,544.997302693127,127,-1.4108033232854447,MDG,14.391950999999999
Malawi,-0.82873600353222,10270.431,-1.1072513424604025,-1.8004119651450186,-1.1020331379343564,-1.3550076304339875,0.018051184006183954,-1.9155800694784144,-0.6070030979037436,-1.557240006636455,67.3535,11.6140478758239,49.3369598388672,49.24128881294894,34,23.6983194353464,17.9881,508.371273531708,131,-1.1394680077242683,MWI,10.270431
Malaysia,0.48778454020322154,9479.744,0.6181312060830227,NA,0.6507611311343892,-0.39672236454462534,0.5077197874998224,1.0503568001601002,-0.2680753913057423,0.3203418099320894,76.6571,1.60727661370013,NA,95.9961352001802,21.9,16.1938532237922,98.0206,11867.2586435443,55,0.37128718989528475,MYS,9.479744
Maldives,1.1081635027328394,124.743,0.6701871883212581,0.6679957417228926,0.7896356651672195,0.23685467075412633,0.780561403180831,0.5561544308093439,-0.22784536509485556,NA,81.0412,1.30536541868836,98.1935729980469,99.700538860316,13.9,12.0123911668511,84.6851,13215.5353637008,NA,0.572713404699207,MDV,0.12474299999999999
Mali,-1.807126593351345,12716.69,-2.630207158028611,-1.9503131977246522,-1.0657714033013788,-0.547196910428079,-2.140737039984713,-1.281720272292307,-0.5897624916540984,-1.2854847437120602,60.4394,20.4467965909293,46.37,50.20855112229011,23.8,56.7830489222988,35.0921,1086.1762176779,120,-1.4775910900530271,MLI,12.71669
Malta,1.4276428904528085,83.396,0.7547351375434731,NA,0.7995284210974367,NA,0.7994661278533581,0.8299326486351205,0.6413915908701903,0.7650322401720078,83.2989,0.815009242741987,NA,99.96442281522499,NA,11.7226648774147,92.0727,42347.3073860173,37,0.8596755795177707,MLT,0.083396
Marshall Islands,-0.8864848355863089,16.413,-0.11100580867501993,NA,0.10580318068443184,-1.0778176774907837,0.8645236322405822,-0.146761396900419,-0.3993811710429415,NA,66.9454,5.83608218008949,NA,81.4596743556766,30.5,10.7256194470999,65.7177,7466.65186507409,NA,-0.23587486811006558,MHL,0.016413
Mauritania,-0.6688194264571715,2498.577,-0.37263553207554045,-1.3665312021863352,-0.8512837410498387,-0.4125617904270944,-3.0568116668542222,-1.1968992769812943,-0.5600256087753437,-0.8654993373743596,68.4836,7.3534667158563,57.9246597290039,55.92989439542571,22.1,70.8224442103687,37.3809,2082.78374423714,103,-1.0390075091312445,MRT,2.498577
Mauritius,0.2428649652970235,244.342,0.6100588552716562,NA,NA,0.6565994566395494,0.9671395440989077,0.36399900316729,-0.26794186470203646,0.22152171432321863,74.9263,1.65409415464788,NA,NA,8.6,9.15296880580014,79.5,11871.733679438,59,0.39917738201365843,MUS,0.244342
Mexico,0.26305795312872887,39019.529,0.463051536019769,0.6597314593073482,0.5203859706601854,0.33981093899017356,0.586118612306155,0.4263769738538929,-0.19972565713689422,0.7897372640742254,75.069,2.50669847642772,98.03,92.51844776803186,12.6,14.9923440243315,81.1832,14157.9445835849,36,0.42761611680039824,MEX,39.019529000000006
Micronesia (Federated States of),-0.8506978235145636,43.203,0.018354877833483958,NA,NA,NA,NA,NA,NA,NA,67.1983,5.08582375114299,NA,NA,NA,NA,NA,NA,NA,-0.4161714728405398,FSM,0.043203000000000005
Monaco,1.862563339652137,6.056,0.7629666389181257,NA,0.8008621755721442,NA,0.9392058445923954,1.092200292735102,7.033705152058518,NA,86.3724,0.767268669806702,NA,100,NA,9.5810695715317,99.1497,256580.515122745,NA,2.0819172405880706,MCO,0.006056
Mongolia,-0.2088523140047817,1281.094,0.37565338385041824,0.6880726242748844,-0.32512554195701493,0.8545922801704094,-0.37061003447827373,0.4943064060476566,-0.4225107701580905,0.17211166651878326,71.7341,3.01358509019885,98.590950012207,69.96488196247051,6.1,29.6547866481682,83.0162,6691.48209834228,61,0.13973752225155456,MNG,1.281094
Montenegro,0.5486040648708226,139.507,0.7120091053480441,0.58388059999819,0.7187779187651989,0.6882783084044871,0.3910159338311876,0.7117102363921713,-0.2362025146203021,0.023881523105477143,77.0869,1.06280914745224,96.5287017822266,97.81044650502092,8.2,17.9824100566499,88.8826,12935.4522712126,67,0.4602172417883641,MNE,0.139507
Montserrat,0.4210783421382907,0.9,0.6264364328830315,NA,0.39214731994676155,NA,NA,NA,NA,NA,76.1857,1.55910845242024,NA,89.09775058706865,NA,NA,NA,NA,NA,0.47988736498936124,MSR,9e-4
Morocco,0.29755725539480776,11738.998,0.48736533170256824,-0.7871671461431929,0.3328620812644917,0.32397151310770467,0.17315472887701758,0.7901792924353114,-0.503016809276321,-0.7913842656677065,75.3128,2.3656847678347,69.3918762207031,87.51634866413073,12.8,21.3212642117301,91,3993.38745117188,100,0.03594688685496455,MAR,11.738997999999999
Mozambique,-1.3583101987765889,17303.688,-1.3268598308988633,-1.5466742446886244,-1.5467090813895612,-1.545080741023613,0.2541313695314525,-1.8468242181150267,-0.6028581512935167,-0.7172691939610535,63.6111,12.8877201480279,54.359130859375,37.37979668279078,36.4,20.0802484321177,19.8434,647.28579950207,97,-1.1373838100683773,MOZ,17.303687999999998
Myanmar,-0.8944658062499974,15910.908,0.20462457408219897,-0.09260761589862489,-0.16897351612873546,-0.5709560492517823,-0.5441919482881142,-0.41292025233719526,-0.5816141998196437,-1.2113696720054072,66.889,4.00550782642257,83.1391296386719,74.13015344326735,24.1,32.3150340028667,58.5357,1359.25961394135,117,-0.47471938732192237,MMR,15.910908
Namibia,-0.8243068478270176,1275.095,-1.2910105473221878,0.12064558066756026,-1.604414284586686,0.007182995458328759,0.2597241586488162,-0.1953681853703265,-0.49049256215784703,-0.9149093851787949,67.3848,12.6798036016564,87.36,35.8405413584001,16.8,19.9945355710926,64.4061,4413.1274418646,105,-0.5481054530742394,NAM,1.275095
Nauru,-1.5708106180258592,5.276,-0.04687391418348814,NA,NA,0.1655772542830167,1.1686724978937753,0.44387630712279375,-0.22168983222575897,NA,62.1094,5.46413382618665,NA,NA,14.8,6.06435493209495,81.6554,13421.8330584638,NA,-0.0102080508559201,NRU,0.0052759999999999994
Nepal,-0.40418798606424206,10316.757,0.15688485556324877,0.05911286709797139,0.06580345079807719,-0.7768685857238765,-1.4189201639230211,-0.5153554642994334,-0.5789869415723651,-0.24787373981891742,70.3537,4.28238581138921,86.1420974731445,80.39270302916668,26.7,45.7207706412594,55.7716,1447.31004458428,78,-0.40671018977139534,NPL,10.316756999999999
Netherlands (Kingdom of the),1.2661414397707864,3340.101,0.7634447062894593,NA,0.7135214994777087,1.2109793625259573,NA,NA,NA,NA,82.1576,0.764496003051229,NA,97.67023434169381,1.6,NA,NA,NA,NA,0.9885217520159779,NLD,3.340101
New Zealand,1.2562925823560225,1147.85,0.7229775429287427,NA,0.8008621755721442,NA,1.1411655810348127,0.9815453600633293,0.832346717746819,1.4320678855318854,82.088,0.999195054412066,NA,100,NA,6.48591499675774,96.1638,48747.0136853042,10,1.0238939778905365,NZL,1.1478499999999998
Nicaragua,0.24576585002407264,2384.955,0.3444668352527874,-0.4916993911332112,NA,0.15765754134178234,0.46753087301382046,-0.4241973533827829,-0.5372067391674198,0.6909171684653547,74.9468,3.19445898308426,75.24,NA,14.9,16.809772538789,58.2314,2847.53966339498,40,0.056654348051800446,NIC,2.3849549999999997
Niger,-1.701859854402465,14129.416,-4.513180698687405,-2.974760227210273,-2.3328594701713445,-2.416249164559397,-3.989884390060882,-1.7228798722492096,-0.600606482610657,-1.0137294807876658,61.1833,31.3675547323112,26.0933609008789,16.40965699589931,47.4,85.1223455605238,23.1879,722.748650326257,109,-2.3628899600821445,NER,14.129415999999999
Nigeria,-2.652925525158506,110236.397,-2.3839319254430045,-0.5978496794953709,-1.2021518809552214,-1.3708470563164565,-2.1243122241370007,-1.128980962534207,-0.5980942021079325,-0.6678591461566181,54.4623,19.0184641193328,73.1389923095703,46.57067507748171,34.2,56.5313287289257,39.2136,806.945695055244,95,-1.4141058447004797,NGA,110.236397
Niue,-0.4573803064982842,0.52,0.0036603527217176695,NA,0.7043415280538267,NA,NA,NA,NA,NA,69.9778,5.17104818541301,NA,97.42536353093357,NA,NA,NA,NA,NA,0.0835405247590867,NIU,5.200000000000001e-4
North Macedonia,0.5921597877481786,374.176,0.6667665131403282,0.6723877163758107,0.7626911180605682,1.044665390760035,-0.13987618090352685,0.6486837304827694,-0.3443783180684279,-0.4702189549388766,77.3947,1.32520444750344,98.2805023193359,98.98180752762268,3.7,26.118651401474,87.1819,9310.02790015256,87,0.3814312002952065,MKD,0.374176
Norway,1.4289022989440636,1109.943,0.7802349745282882,0.7592627789812358,0.7277215046192242,NA,1.169224364324048,1.0866525371435,1.9680659944159637,1.5061829572385383,83.3078,0.66711680222559,100,98.049011857575465,NA,6.05589724673443,99,86809.7246897431,7,1.1782809262743577,NOR,1.109943
Oman,0.9651428103607027,1448.397,0.4999753288705677,NA,0.7753927084417015,0.33189122604893917,-1.018466486246818,0.9477437042510372,-0.01799748980940729,NA,80.0305,2.29255005496611,NA,99.32061563398358,12.7,39.5835768902765,95.2517,20248.4168124608,NA,0.35481168598810325,OMN,1.448397
Pakistan,-0.786920811491093,107662.243,-0.39915475681007007,-1.2787416266913136,-0.3039842994792984,-1.3550076304339875,-1.2412699035067938,-1.5676761286444727,-0.5778698083618108,-0.989024456885448,67.649,7.50727134091833,59.6622581481934,70.52881325887189,34,42.9981734249878,27.3759,1484.74985864775,108,-0.9444054913671431,PAK,107.662243
Palau,-0.5576801647681664,4.005,0.07314505859831687,NA,0.7640669307511565,NA,1.0862382256006282,-1.5827073221511778,-0.14776318836358365,NA,69.269,4.76805491385705,NA,99.01850659273329,NA,7.32770979431049,26.9703,15899.4246065324,NA,-0.06078341005547105,PLW,0.004005
Panama,0.9033327396887427,1346.163,0.3715781492534289,0.628406881541962,0.2715122788670665,0.2447743836953607,0.815948620718324,-0.041854339260426004,-0.05217897047465228,0.74032721626979,79.5937,3.03722039385136,97.41,85.87987561216065,13.8,11.4700607490209,68.5485,19102.8521936399,38,0.4313163289221774,PAN,1.346163
Papua New Guinea,-1.0013032681486445,4140.116,-0.47338552696385133,-1.2038743399679783,-2.224326010994379,-2.7171982563263044,0.4348554836601943,-1.6903122863180151,-0.5303753581254412,NA,66.134,7.93779055427612,61.1440887451172,19.30472876857797,51.2,17.3105425567239,24.0667,3076.48786186584,NA,-1.1757399453980524,PNG,4.140116
Paraguay,0.089754854337638,2321.839,0.45802438723666233,0.5632315503849497,0.5973997290955818,1.068424529583738,0.9060528022083622,0.4410116343958011,-0.4307277377411514,0.04858654700769483,73.8443,2.53585463545789,96.12,94.57274844033117,3.4,10.0891599097852,81.5781,6416.09709002917,66,0.4157509218343641,PRY,2.3218389999999998
Peru,0.6410361577346589,9987.065,0.48395002703566803,0.6723623374385522,-0.006672101241090783,0.5378037625210335,-0.1997092031446653,0.45505705436385124,-0.36996915716250806,-0.17375866811226434,77.7401,2.38549264906138,98.28,78.45945657679128,10.1,27.0356284968814,81.9571,8452.37167047598,75,0.22667780104813726,PER,9.987065000000001
